File name: butterfly 847.jpeg, Image: butterfly, Predicted Class: sweet_pepper
File name: spider 4488.jpeg, Image: spider, Predicted Class: bee
File name: horse 2058.jpeg, Image: horse, Predicted Class: tractor
File name: dog 2563.jpeg, Image: dog, Predicted Class: butterfly
File name: spider 939.jpeg, Image: spider, Predicted Class: spider
File name: butterfly 870.jpeg, Image: butterfly, Predicted Class: caterpillar
File name: butterfly 325.jpeg, Image: butterfly, Predicted Class: aquarium_fish
File name: dog 4395.jpeg, Image: dog, Predicted Class: motorcycle
File name: dog 689.jpeg, Image: dog, Predicted Class: wolf
File name: spider 1287.jpeg, Image: spider, Predicted Class: lawn_mower
File name: sheep 1097.jpeg, Image: sheep, Predicted Class: possum
File name: spider 2587.jpeg, Image: spider, Predicted Class: caterpillar
File name: dog 2110.jpeg, Image: dog, Predicted Class: cattle
File name: cow 480.jpeg, Image: cow, Predicted Class: motorcycle
File name: cow 90.jpeg, Image: cow, Predicted Class: motorcycle
File name: elephant 463.jpeg, Image: elephant, Predicted Class: elephant
File name: chicken 2649.jpeg, Image: chicken, Predicted Class: bee
File name: dog 1614.jpeg, Image: dog, Predicted Class: leopard
File name: chicken 2585.jpeg, Image: chicken, Predicted Class: butterfly
File name: cat 886.jpeg, Image: cat, Predicted Class: mouse
File name: squirrel 1081.jpeg, Image: squirrel, Predicted Class: telephone
File name: horse 887.jpeg, Image: horse, Predicted Class: tractor
File name: spider 4283.jpeg, Image: spider, Predicted Class: worm
File name: spider 342.jpeg, Image: spider, Predicted Class: motorcycle
File name: squirrel 1585.jpeg, Image: squirrel, Predicted Class: leopard
File name: cow 132.jpeg, Image: cow, Predicted Class: tractor
File name: spider 2566.jpeg, Image: spider, Predicted Class: bee
File name: sheep 1088.jpeg, Image: sheep, Predicted Class: dinosaur
File name: spider 2255.jpeg, Image: spider, Predicted Class: bee
File name: horse 1353.jpeg, Image: horse, Predicted Class: bicycle
File name: cow 356.jpeg, Image: cow, Predicted Class: oak_tree
File name: squirrel 907.jpeg, Image: squirrel, Predicted Class: cockroach
File name: spider 2661.jpeg, Image: spider, Predicted Class: keyboard
File name: dog 4580.jpeg, Image: dog, Predicted Class: motorcycle
File name: sheep 308.jpeg, Image: sheep, Predicted Class: mushroom
File name: chicken 2539.jpeg, Image: chicken, Predicted Class: motorcycle
File name: sheep 425.jpeg, Image: sheep, Predicted Class: dinosaur
File name: dog 4024.jpeg, Image: dog, Predicted Class: camel
File name: spider 1971.jpeg, Image: spider, Predicted Class: bee
File name: squirrel 617.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: elephant 650.jpeg, Image: elephant, Predicted Class: palm_tree
File name: sheep 38.jpeg, Image: sheep, Predicted Class: butterfly
File name: dog 2156.jpeg, Image: dog, Predicted Class: cockroach
File name: elephant 1292.jpg, Image: elephant, Predicted Class: leopard
File name: elephant 247.jpeg, Image: elephant, Predicted Class: lobster
File name: dog 1565.jpeg, Image: dog, Predicted Class: lobster
File name: sheep 1215.jpeg, Image: sheep, Predicted Class: bicycle
File name: chicken 1469.jpeg, Image: chicken, Predicted Class: beetle
File name: horse 879.jpeg, Image: horse, Predicted Class: tiger
File name: spider 3848.jpeg, Image: spider, Predicted Class: lobster
File name: squirrel 503.jpeg, Image: squirrel, Predicted Class: bicycle
File name: dog 4668.jpeg, Image: dog, Predicted Class: wolf
File name: dog 2593.jpeg, Image: dog, Predicted Class: rabbit
File name: squirrel 727.jpeg, Image: squirrel, Predicted Class: tulip
File name: dog 3969.jpeg, Image: dog, Predicted Class: motorcycle
File name: dog 4272.jpeg, Image: dog, Predicted Class: cockroach
File name: dog 3900.jpeg, Image: dog, Predicted Class: beetle
File name: sheep 268.jpeg, Image: sheep, Predicted Class: leopard
File name: spider 2046.jpeg, Image: spider, Predicted Class: bee
File name: dog 1841.jpeg, Image: dog, Predicted Class: caterpillar
File name: sheep 1067.jpeg, Image: sheep, Predicted Class: leopard
File name: spider 4509.jpg, Image: spider, Predicted Class: dinosaur
File name: butterfly 1212.jpeg, Image: butterfly, Predicted Class: beetle
File name: chicken 900.jpeg, Image: chicken, Predicted Class: motorcycle
File name: spider 1401.jpeg, Image: spider, Predicted Class: beetle
File name: squirrel 996.jpeg, Image: squirrel, Predicted Class: forest
File name: elephant 1248.jpg, Image: elephant, Predicted Class: elephant
File name: spider 2459.jpeg, Image: spider, Predicted Class: caterpillar
File name: dog 354.jpeg, Image: dog, Predicted Class: snail
File name: butterfly 454.jpeg, Image: butterfly, Predicted Class: mouse
File name: butterfly 943.jpeg, Image: butterfly, Predicted Class: butterfly
File name: dog 3116.jpeg, Image: dog, Predicted Class: motorcycle
File name: elephant 535.jpeg, Image: elephant, Predicted Class: dinosaur
File name: horse 587.jpeg, Image: horse, Predicted Class: dinosaur
File name: squirrel 1525.jpeg, Image: squirrel, Predicted Class: raccoon
File name: dog 1271.jpeg, Image: dog, Predicted Class: skunk
File name: cow 468.jpeg, Image: cow, Predicted Class: camel
File name: horse 2413.jpeg, Image: horse, Predicted Class: bicycle
File name: spider 3100.jpeg, Image: spider, Predicted Class: snake
File name: chicken 1340.jpeg, Image: chicken, Predicted Class: motorcycle
File name: elephant 992.jpeg, Image: elephant, Predicted Class: sunflower
File name: chicken 1578.jpeg, Image: chicken, Predicted Class: tiger
File name: cat 997.jpeg, Image: cat, Predicted Class: leopard
File name: cow 1173.jpeg, Image: cow, Predicted Class: motorcycle
File name: horse 75.jpeg, Image: horse, Predicted Class: bicycle
File name: chicken 1699.jpeg, Image: chicken, Predicted Class: motorcycle
File name: spider 4118.jpeg, Image: spider, Predicted Class: motorcycle
File name: chicken 136.jpeg, Image: chicken, Predicted Class: butterfly
File name: butterfly 489.jpeg, Image: butterfly, Predicted Class: skunk
File name: spider 1226.jpeg, Image: spider, Predicted Class: bicycle
File name: sheep 1625.jpg, Image: sheep, Predicted Class: tractor
File name: spider 760.jpeg, Image: spider, Predicted Class: caterpillar
File name: dog 3589.jpeg, Image: dog, Predicted Class: cockroach
File name: dog 2521.jpeg, Image: dog, Predicted Class: cockroach
File name: butterfly 1211.jpeg, Image: butterfly, Predicted Class: butterfly
File name: spider 3453.jpeg, Image: spider, Predicted Class: beetle
File name: butterfly 1548.jpeg, Image: butterfly, Predicted Class: caterpillar
File name: dog 4305.jpeg, Image: dog, Predicted Class: possum
File name: horse 2034.jpeg, Image: horse, Predicted Class: house
File name: cat 847.jpeg, Image: cat, Predicted Class: motorcycle
File name: cow 503.jpeg, Image: cow, Predicted Class: crab
File name: dog 1934.jpeg, Image: dog, Predicted Class: butterfly
File name: butterfly 323.jpeg, Image: butterfly, Predicted Class: butterfly
File name: dog 4642.jpeg, Image: dog, Predicted Class: mushroom
File name: cat 799.jpeg, Image: cat, Predicted Class: raccoon
File name: chicken 2584.jpeg, Image: chicken, Predicted Class: motorcycle
File name: sheep 1123.jpeg, Image: sheep, Predicted Class: palm_tree
File name: sheep 1418.jpeg, Image: sheep, Predicted Class: possum
File name: elephant 858.jpeg, Image: elephant, Predicted Class: bear
File name: horse 308.jpeg, Image: horse, Predicted Class: tractor
File name: cat 286.jpg, Image: cat, Predicted Class: tiger
File name: butterfly 1579.jpeg, Image: butterfly, Predicted Class: bee
File name: elephant 742.jpeg, Image: elephant, Predicted Class: elephant
File name: spider 1175.jpeg, Image: spider, Predicted Class: motorcycle
File name: cow 565.jpeg, Image: cow, Predicted Class: castle
File name: sheep 1748.jpg, Image: sheep, Predicted Class: motorcycle
File name: dog 3946.jpeg, Image: dog, Predicted Class: cockroach
File name: elephant 1126.jpg, Image: elephant, Predicted Class: motorcycle
File name: spider 1400.jpeg, Image: spider, Predicted Class: bee
File name: cow 204.jpeg, Image: cow, Predicted Class: beetle
File name: sheep 1617.jpg, Image: sheep, Predicted Class: possum
File name: cow 20.jpeg, Image: cow, Predicted Class: motorcycle
File name: squirrel 1394.jpeg, Image: squirrel, Predicted Class: possum
File name: spider 4292.jpeg, Image: spider, Predicted Class: cockroach
File name: squirrel 466.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: dog 4579.jpeg, Image: dog, Predicted Class: woman
File name: cow 73.jpeg, Image: cow, Predicted Class: butterfly
File name: chicken 1768.jpeg, Image: chicken, Predicted Class: bee
File name: dog 2154.jpeg, Image: dog, Predicted Class: bicycle
File name: dog 1803.jpeg, Image: dog, Predicted Class: crab
File name: cow 1646.jpeg, Image: cow, Predicted Class: motorcycle
File name: cow 399.jpeg, Image: cow, Predicted Class: lion
File name: butterfly 836.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: squirrel 917.jpeg, Image: squirrel, Predicted Class: butterfly
File name: spider 2172.jpeg, Image: spider, Predicted Class: bee
File name: butterfly 259.jpeg, Image: butterfly, Predicted Class: leopard
File name: butterfly 197.jpeg, Image: butterfly, Predicted Class: butterfly
File name: elephant 839.jpeg, Image: elephant, Predicted Class: forest
File name: dog 4647.jpeg, Image: dog, Predicted Class: butterfly
File name: sheep 1408.jpeg, Image: sheep, Predicted Class: leopard
File name: sheep 110.jpeg, Image: sheep, Predicted Class: snake
File name: dog 158.jpeg, Image: dog, Predicted Class: raccoon
File name: spider 4496.jpeg, Image: spider, Predicted Class: bee
File name: cat 1509.jpeg, Image: cat, Predicted Class: dinosaur
File name: cow 121.jpeg, Image: cow, Predicted Class: motorcycle
File name: butterfly 2065.jpg, Image: butterfly, Predicted Class: beetle
File name: horse 166.jpeg, Image: horse, Predicted Class: butterfly
File name: cow 1474.jpeg, Image: cow, Predicted Class: tractor
File name: chicken 2994.jpeg, Image: chicken, Predicted Class: butterfly
File name: elephant 1353.jpg, Image: elephant, Predicted Class: bee
File name: spider 2475.jpeg, Image: spider, Predicted Class: beetle
File name: dog 3485.jpeg, Image: dog, Predicted Class: tiger
File name: spider 4785.jpg, Image: spider, Predicted Class: butterfly
File name: cow 729.jpeg, Image: cow, Predicted Class: bicycle
File name: dog 3627.jpeg, Image: dog, Predicted Class: motorcycle
File name: chicken 1938.jpeg, Image: chicken, Predicted Class: butterfly
File name: dog 1240.jpeg, Image: dog, Predicted Class: raccoon
File name: chicken 569.jpeg, Image: chicken, Predicted Class: train
File name: sheep 468.jpeg, Image: sheep, Predicted Class: snake
File name: cat 880.jpeg, Image: cat, Predicted Class: butterfly
File name: cow 962.jpeg, Image: cow, Predicted Class: lawn_mower
File name: chicken 2614.jpeg, Image: chicken, Predicted Class: beetle
File name: spider 4483.jpeg, Image: spider, Predicted Class: beetle
File name: cow 816.jpeg, Image: cow, Predicted Class: cattle
File name: elephant 1428.jpg, Image: elephant, Predicted Class: wolf
File name: horse 2080.jpeg, Image: horse, Predicted Class: flatfish
File name: cow 1772.jpeg, Image: cow, Predicted Class: motorcycle
File name: chicken 680.jpeg, Image: chicken, Predicted Class: motorcycle
File name: squirrel 693.jpeg, Image: squirrel, Predicted Class: bee
File name: dog 4091.jpeg, Image: dog, Predicted Class: raccoon
File name: elephant 987.jpeg, Image: elephant, Predicted Class: dinosaur
File name: spider 467.jpeg, Image: spider, Predicted Class: spider
File name: dog 2620.jpeg, Image: dog, Predicted Class: raccoon
File name: elephant 1340.jpg, Image: elephant, Predicted Class: elephant
File name: sheep 419.jpeg, Image: sheep, Predicted Class: bicycle
File name: butterfly 1580.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: chicken 2488.jpeg, Image: chicken, Predicted Class: motorcycle
File name: horse 2432.jpeg, Image: horse, Predicted Class: bicycle
File name: horse 895.jpeg, Image: horse, Predicted Class: butterfly
File name: sheep 1752.jpg, Image: sheep, Predicted Class: kangaroo
File name: dog 3088.jpeg, Image: dog, Predicted Class: raccoon
File name: spider 3266.jpeg, Image: spider, Predicted Class: lobster
File name: dog 349.jpeg, Image: dog, Predicted Class: bee
File name: dog 1628.jpeg, Image: dog, Predicted Class: butterfly
File name: spider 123.jpeg, Image: spider, Predicted Class: tiger
File name: cow 82.jpeg, Image: cow, Predicted Class: motorcycle
File name: chicken 1237.jpeg, Image: chicken, Predicted Class: palm_tree
File name: chicken 1667.jpeg, Image: chicken, Predicted Class: beaver
File name: cow 420.jpeg, Image: cow, Predicted Class: snail
File name: dog 1490.jpeg, Image: dog, Predicted Class: kangaroo
File name: butterfly 1630.jpeg, Image: butterfly, Predicted Class: bicycle
File name: cat 326.jpg, Image: cat, Predicted Class: bee
File name: squirrel 908.jpeg, Image: squirrel, Predicted Class: butterfly
File name: horse 1262.jpeg, Image: horse, Predicted Class: leopard
File name: spider 3571.jpeg, Image: spider, Predicted Class: bee
File name: spider 2594.jpeg, Image: spider, Predicted Class: beetle
File name: dog 1142.jpeg, Image: dog, Predicted Class: beetle
File name: dog 3300.jpeg, Image: dog, Predicted Class: beetle
File name: squirrel 351.jpeg, Image: squirrel, Predicted Class: bee
File name: elephant 176.jpeg, Image: elephant, Predicted Class: spider
File name: spider 3160.jpeg, Image: spider, Predicted Class: snake
File name: chicken 463.jpeg, Image: chicken, Predicted Class: motorcycle
File name: spider 883.jpeg, Image: spider, Predicted Class: motorcycle
File name: sheep 864.jpeg, Image: sheep, Predicted Class: kangaroo
File name: dog 1996.jpeg, Image: dog, Predicted Class: leopard
File name: chicken 257.jpeg, Image: chicken, Predicted Class: raccoon
File name: sheep 238.jpeg, Image: sheep, Predicted Class: butterfly
File name: spider 1504.jpeg, Image: spider, Predicted Class: bicycle
File name: elephant 1407.jpg, Image: elephant, Predicted Class: snake
File name: sheep 1049.jpeg, Image: sheep, Predicted Class: camel
File name: horse 1180.jpeg, Image: horse, Predicted Class: cattle
File name: squirrel 997.jpeg, Image: squirrel, Predicted Class: butterfly
File name: spider 2519.jpeg, Image: spider, Predicted Class: bicycle
File name: chicken 2422.jpeg, Image: chicken, Predicted Class: woman
File name: cow 1514.jpeg, Image: cow, Predicted Class: bicycle
File name: squirrel 42.jpeg, Image: squirrel, Predicted Class: tractor
File name: chicken 3027.jpeg, Image: chicken, Predicted Class: tiger
File name: cow 390.jpeg, Image: cow, Predicted Class: motorcycle
File name: cow 69.jpeg, Image: cow, Predicted Class: bee
File name: dog 1770.jpeg, Image: dog, Predicted Class: butterfly
File name: sheep 1793.jpg, Image: sheep, Predicted Class: bicycle
File name: cow 568.jpeg, Image: cow, Predicted Class: leopard
File name: dog 2353.jpeg, Image: dog, Predicted Class: tiger
File name: cow 131.jpeg, Image: cow, Predicted Class: caterpillar
File name: spider 4722.jpg, Image: spider, Predicted Class: caterpillar
File name: butterfly 1831.jpg, Image: butterfly, Predicted Class: tulip
File name: horse 386.jpeg, Image: horse, Predicted Class: kangaroo
File name: cow 1280.jpeg, Image: cow, Predicted Class: bee
File name: butterfly 450.jpeg, Image: butterfly, Predicted Class: beetle
File name: dog 2952.jpeg, Image: dog, Predicted Class: possum
File name: sheep 1191.jpeg, Image: sheep, Predicted Class: dinosaur
File name: dog 1310.jpeg, Image: dog, Predicted Class: motorcycle
File name: cow 424.jpeg, Image: cow, Predicted Class: bus
File name: butterfly 36.png, Image: butterfly, Predicted Class: motorcycle
File name: sheep 627.jpeg, Image: sheep, Predicted Class: forest
File name: spider 1537.jpeg, Image: spider, Predicted Class: dinosaur
File name: squirrel 201.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: elephant 614.jpeg, Image: elephant, Predicted Class: bicycle
File name: cow 1383.jpeg, Image: cow, Predicted Class: house
File name: dog 405.jpeg, Image: dog, Predicted Class: leopard
File name: spider 2317.jpeg, Image: spider, Predicted Class: bee
File name: cat 752.jpeg, Image: cat, Predicted Class: possum
File name: cat 1494.jpeg, Image: cat, Predicted Class: tulip
File name: spider 4005.jpeg, Image: spider, Predicted Class: snake
File name: chicken 1549.jpeg, Image: chicken, Predicted Class: caterpillar
File name: dog 767.jpeg, Image: dog, Predicted Class: possum
File name: horse 610.jpeg, Image: horse, Predicted Class: bus
File name: dog 424.jpeg, Image: dog, Predicted Class: possum
File name: elephant 472.jpeg, Image: elephant, Predicted Class: tractor
File name: dog 649.jpeg, Image: dog, Predicted Class: spider
File name: squirrel 85.jpeg, Image: squirrel, Predicted Class: bicycle
File name: horse 1595.jpeg, Image: horse, Predicted Class: bicycle
File name: dog 3188.jpeg, Image: dog, Predicted Class: chair
File name: cow 607.jpeg, Image: cow, Predicted Class: bee
File name: dog 721.jpeg, Image: dog, Predicted Class: bee
File name: horse 1147.jpeg, Image: horse, Predicted Class: motorcycle
File name: horse 1301.jpeg, Image: horse, Predicted Class: motorcycle
File name: cow 960.jpeg, Image: cow, Predicted Class: cattle
File name: squirrel 291.jpeg, Image: squirrel, Predicted Class: plate
File name: butterfly 976.jpeg, Image: butterfly, Predicted Class: lawn_mower
File name: chicken 1994.jpeg, Image: chicken, Predicted Class: bear
File name: dog 1110.jpeg, Image: dog, Predicted Class: beetle
File name: spider 2142.jpeg, Image: spider, Predicted Class: beetle
File name: cow 764.jpeg, Image: cow, Predicted Class: man
File name: cow 731.jpeg, Image: cow, Predicted Class: motorcycle
File name: spider 3113.jpeg, Image: spider, Predicted Class: cockroach
File name: spider 2988.jpeg, Image: spider, Predicted Class: beetle
File name: squirrel 969.jpeg, Image: squirrel, Predicted Class: tiger
File name: squirrel 191.jpeg, Image: squirrel, Predicted Class: crab
File name: horse 676.jpeg, Image: horse, Predicted Class: dinosaur
File name: elephant 1072.jpeg, Image: elephant, Predicted Class: bicycle
File name: dog 555.jpeg, Image: dog, Predicted Class: butterfly
File name: spider 4796.jpg, Image: spider, Predicted Class: motorcycle
File name: dog 4238.jpeg, Image: dog, Predicted Class: tiger
File name: dog 416.jpeg, Image: dog, Predicted Class: motorcycle
File name: horse 881.jpeg, Image: horse, Predicted Class: tractor
File name: cat 449.jpeg, Image: cat, Predicted Class: butterfly
File name: dog 3918.jpeg, Image: dog, Predicted Class: butterfly
File name: butterfly 368.jpeg, Image: butterfly, Predicted Class: snake
File name: horse 1143.jpeg, Image: horse, Predicted Class: bee
File name: horse 605.jpeg, Image: horse, Predicted Class: motorcycle
File name: cat 769.jpeg, Image: cat, Predicted Class: bicycle
File name: butterfly 369.jpeg, Image: butterfly, Predicted Class: tulip
File name: horse 1756.jpeg, Image: horse, Predicted Class: elephant
File name: elephant 190.jpeg, Image: elephant, Predicted Class: lobster
File name: spider 3298.jpeg, Image: spider, Predicted Class: mouse
File name: dog 734.jpeg, Image: dog, Predicted Class: bee
File name: squirrel 658.jpeg, Image: squirrel, Predicted Class: caterpillar
File name: elephant 865.jpeg, Image: elephant, Predicted Class: bee
File name: spider 2394.jpeg, Image: spider, Predicted Class: bee
File name: chicken 2757.jpeg, Image: chicken, Predicted Class: butterfly
File name: spider 867.jpeg, Image: spider, Predicted Class: motorcycle
File name: dog 3341.jpeg, Image: dog, Predicted Class: mouse
File name: horse 2006.jpeg, Image: horse, Predicted Class: cattle
File name: cow 1660.jpeg, Image: cow, Predicted Class: snail
File name: cow 1361.jpeg, Image: cow, Predicted Class: butterfly
File name: sheep 1469.jpg, Image: sheep, Predicted Class: bee
File name: squirrel 624.jpeg, Image: squirrel, Predicted Class: tiger
File name: chicken 2171.jpeg, Image: chicken, Predicted Class: beetle
File name: cow 538.jpeg, Image: cow, Predicted Class: butterfly
File name: cow 473.jpeg, Image: cow, Predicted Class: bee
File name: dog 76.jpeg, Image: dog, Predicted Class: motorcycle
File name: sheep 1704.jpg, Image: sheep, Predicted Class: mushroom
File name: spider 4059.jpeg, Image: spider, Predicted Class: butterfly
File name: chicken 1281.jpeg, Image: chicken, Predicted Class: motorcycle
File name: cat 123.jpg, Image: cat, Predicted Class: spider
File name: dog 4569.jpeg, Image: dog, Predicted Class: butterfly
File name: dog 429.jpeg, Image: dog, Predicted Class: orchid
File name: sheep 1687.jpg, Image: sheep, Predicted Class: beetle
File name: spider 2667.jpeg, Image: spider, Predicted Class: bicycle
File name: cat 559.jpeg, Image: cat, Predicted Class: train
File name: spider 205.jpeg, Image: spider, Predicted Class: bee
File name: elephant 1425.jpg, Image: elephant, Predicted Class: snake
File name: chicken 1111.jpeg, Image: chicken, Predicted Class: shrew
File name: butterfly 997.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: cow 311.jpeg, Image: cow, Predicted Class: tractor
File name: spider 309.jpeg, Image: spider, Predicted Class: beetle
File name: butterfly 1179.jpeg, Image: butterfly, Predicted Class: forest
File name: butterfly 64.jpeg, Image: butterfly, Predicted Class: bee
File name: chicken 531.jpeg, Image: chicken, Predicted Class: motorcycle
File name: dog 1386.jpeg, Image: dog, Predicted Class: spider
File name: cat 232.jpg, Image: cat, Predicted Class: snake
File name: dog 2955.jpeg, Image: dog, Predicted Class: bear
File name: horse 1545.jpeg, Image: horse, Predicted Class: motorcycle
File name: dog 3186.jpeg, Image: dog, Predicted Class: butterfly
File name: cat 1432.jpeg, Image: cat, Predicted Class: leopard
File name: cat 282.jpg, Image: cat, Predicted Class: skunk
File name: cat 1208.jpeg, Image: cat, Predicted Class: lobster
File name: spider 4511.jpg, Image: spider, Predicted Class: butterfly
File name: sheep 66.jpeg, Image: sheep, Predicted Class: mushroom
File name: squirrel 113.jpeg, Image: squirrel, Predicted Class: leopard
File name: sheep 1520.jpg, Image: sheep, Predicted Class: camel
File name: dog 4138.jpeg, Image: dog, Predicted Class: lobster
File name: sheep 1286.jpeg, Image: sheep, Predicted Class: possum
File name: dog 4296.jpeg, Image: dog, Predicted Class: motorcycle
File name: sheep 403.jpeg, Image: sheep, Predicted Class: fox
File name: butterfly 657.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: spider 1273.jpeg, Image: spider, Predicted Class: tractor
File name: dog 1513.jpeg, Image: dog, Predicted Class: skunk
File name: elephant 1118.jpg, Image: elephant, Predicted Class: leopard
File name: horse 1202.jpeg, Image: horse, Predicted Class: butterfly
File name: spider 2707.jpeg, Image: spider, Predicted Class: caterpillar
File name: spider 3807.jpeg, Image: spider, Predicted Class: beetle
File name: squirrel 834.jpeg, Image: squirrel, Predicted Class: butterfly
File name: dog 85.jpeg, Image: dog, Predicted Class: orchid
File name: cat 1216.jpeg, Image: cat, Predicted Class: tiger
File name: spider 2766.jpeg, Image: spider, Predicted Class: beetle
File name: dog 1025.jpeg, Image: dog, Predicted Class: lobster
File name: squirrel 576.jpeg, Image: squirrel, Predicted Class: tiger
File name: dog 686.jpeg, Image: dog, Predicted Class: motorcycle
File name: chicken 484.jpeg, Image: chicken, Predicted Class: keyboard
File name: spider 220.jpeg, Image: spider, Predicted Class: beetle
File name: spider 3887.jpeg, Image: spider, Predicted Class: butterfly
File name: horse 242.jpeg, Image: horse, Predicted Class: caterpillar
File name: spider 730.jpeg, Image: spider, Predicted Class: spider
File name: chicken 2556.jpeg, Image: chicken, Predicted Class: bottle
File name: butterfly 1359.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: spider 3540.jpeg, Image: spider, Predicted Class: motorcycle
File name: dog 1546.jpeg, Image: dog, Predicted Class: possum
File name: dog 2459.jpeg, Image: dog, Predicted Class: boy
File name: spider 406.jpeg, Image: spider, Predicted Class: orchid
File name: chicken 2745.jpeg, Image: chicken, Predicted Class: beetle
File name: cow 428.jpeg, Image: cow, Predicted Class: beetle
File name: dog 2921.jpeg, Image: dog, Predicted Class: bicycle
File name: dog 4440.jpeg, Image: dog, Predicted Class: fox
File name: sheep 1041.jpeg, Image: sheep, Predicted Class: bicycle
File name: dog 2003.jpeg, Image: dog, Predicted Class: raccoon
File name: dog 4146.jpeg, Image: dog, Predicted Class: tractor
File name: spider 3486.jpeg, Image: spider, Predicted Class: bee
File name: spider 98.jpeg, Image: spider, Predicted Class: bee
File name: cow 470.jpeg, Image: cow, Predicted Class: house
File name: spider 3432.jpeg, Image: spider, Predicted Class: beetle
File name: chicken 2191.jpeg, Image: chicken, Predicted Class: butterfly
File name: spider 1014.jpeg, Image: spider, Predicted Class: snake
File name: chicken 528.jpeg, Image: chicken, Predicted Class: chimpanzee
File name: butterfly 156.jpeg, Image: butterfly, Predicted Class: butterfly
File name: spider 4277.jpeg, Image: spider, Predicted Class: spider
File name: dog 1150.jpeg, Image: dog, Predicted Class: caterpillar
File name: spider 1090.jpeg, Image: spider, Predicted Class: beetle
File name: elephant 948.jpeg, Image: elephant, Predicted Class: lobster
File name: chicken 1752.jpeg, Image: chicken, Predicted Class: beetle
File name: chicken 2504.jpeg, Image: chicken, Predicted Class: snake
File name: squirrel 355.jpeg, Image: squirrel, Predicted Class: tiger
File name: cat 1535.jpeg, Image: cat, Predicted Class: motorcycle
File name: horse 184.jpeg, Image: horse, Predicted Class: motorcycle
File name: squirrel 1271.jpeg, Image: squirrel, Predicted Class: telephone
File name: sheep 1815.jpg, Image: sheep, Predicted Class: mouse
File name: spider 371.jpeg, Image: spider, Predicted Class: motorcycle
File name: chicken 965.jpeg, Image: chicken, Predicted Class: orchid
File name: butterfly 1528.jpeg, Image: butterfly, Predicted Class: crab
File name: chicken 1907.jpeg, Image: chicken, Predicted Class: aquarium_fish
File name: butterfly 108.jpeg, Image: butterfly, Predicted Class: butterfly
File name: cat 879.jpeg, Image: cat, Predicted Class: squirrel
File name: cat 685.jpeg, Image: cat, Predicted Class: clock
File name: spider 3884.jpeg, Image: spider, Predicted Class: beetle
File name: spider 3050.jpeg, Image: spider, Predicted Class: bee
File name: elephant 806.jpeg, Image: elephant, Predicted Class: snake
File name: chicken 2283.jpeg, Image: chicken, Predicted Class: motorcycle
File name: sheep 957.jpeg, Image: sheep, Predicted Class: motorcycle
File name: spider 1642.jpeg, Image: spider, Predicted Class: caterpillar
File name: dog 4824.jpeg, Image: dog, Predicted Class: rabbit
File name: elephant 1341.jpg, Image: elephant, Predicted Class: butterfly
File name: chicken 588.jpeg, Image: chicken, Predicted Class: bee
File name: sheep 332.jpeg, Image: sheep, Predicted Class: beetle
File name: elephant 1441.jpg, Image: elephant, Predicted Class: camel
File name: dog 4734.jpeg, Image: dog, Predicted Class: spider
File name: dog 2788.jpeg, Image: dog, Predicted Class: bee
File name: elephant 235.jpeg, Image: elephant, Predicted Class: bicycle
File name: cat 301.jpg, Image: cat, Predicted Class: orchid
File name: spider 274.jpeg, Image: spider, Predicted Class: pear
File name: cow 1672.jpeg, Image: cow, Predicted Class: snake
File name: spider 4022.jpeg, Image: spider, Predicted Class: worm
File name: squirrel 1730.jpeg, Image: squirrel, Predicted Class: otter
File name: spider 4065.jpeg, Image: spider, Predicted Class: butterfly
File name: cow 648.jpeg, Image: cow, Predicted Class: train
File name: spider 1160.jpeg, Image: spider, Predicted Class: snake
File name: dog 1748.jpeg, Image: dog, Predicted Class: motorcycle
File name: dog 3559.jpeg, Image: dog, Predicted Class: motorcycle
File name: spider 1870.jpeg, Image: spider, Predicted Class: snake
File name: squirrel 1630.jpeg, Image: squirrel, Predicted Class: orchid
File name: dog 2916.jpeg, Image: dog, Predicted Class: raccoon
File name: dog 3226.jpeg, Image: dog, Predicted Class: butterfly
File name: chicken 1375.jpeg, Image: chicken, Predicted Class: butterfly
File name: spider 4131.jpeg, Image: spider, Predicted Class: motorcycle
File name: cow 1096.jpeg, Image: cow, Predicted Class: tractor
File name: dog 4148.jpeg, Image: dog, Predicted Class: skunk
File name: elephant 82.jpeg, Image: elephant, Predicted Class: beetle
File name: dog 2891.jpeg, Image: dog, Predicted Class: butterfly
File name: spider 292.jpeg, Image: spider, Predicted Class: spider
File name: chicken 1244.jpeg, Image: chicken, Predicted Class: beetle
File name: chicken 1128.jpeg, Image: chicken, Predicted Class: butterfly
File name: horse 262.jpeg, Image: horse, Predicted Class: butterfly
File name: chicken 1584.jpeg, Image: chicken, Predicted Class: spider
File name: spider 1768.jpeg, Image: spider, Predicted Class: spider
File name: spider 3249.jpeg, Image: spider, Predicted Class: snake
File name: squirrel 1660.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: dog 3092.jpeg, Image: dog, Predicted Class: butterfly
